id,chipset,memory_gb,core_clock_mhz,boost_clock_mhz,length_mm,tdp,recommended_psu_watts,performance,product_fk
81,NVIDIA GeForce GTX 1050 Ti,4,1290,1392,182,75,250,248,1770
82,NVIDIA GeForce GTX 1050 Ti,4,1290,1392,166,75,250,248,1771
83,NVIDIA GeForce GTX 1050 Ti,4,1290,1392,178,75,250,248,1772
84,NVIDIA GeForce GTX 1050 Ti,4,1366,1480,245,75,250,248,1773
85,NVIDIA GeForce GTX 1050 Ti,4,1303,1417,145,75,250,248,1774
86,NVIDIA GeForce GTX 1050 Ti,4,1392,1506,174,75,250,248,1775
87,NVIDIA GeForce GTX 1050 Ti,4,1290,1392,160,75,250,248,1776
88,NVIDIA GeForce GTX 1650 G5,4,1485,1755,204,75,250,310,1777
89,NVIDIA GeForce GTX 1650 G5,4,1485,1710,190,75,250,310,1778
90,NVIDIA GeForce GTX 1650 G5,4,1485,1695,242,75,250,310,1779
91,NVIDIA GeForce GTX 1650 G5,4,1485,1710,242,75,250,310,1780
92,NVIDIA GeForce GTX 1650 G5,4,1485,1860,242,75,250,310,1781
93,NVIDIA GeForce GTX 1650 G5,4,1485,1665,202.1,75,250,310,1782
94,NVIDIA GeForce GTX 1650 G5,4,1485,1860,202.1,75,250,310,1783
95,NVIDIA GeForce GTX 1650 G5,4,1485,1665,189.89,75,250,310,1784
96,NVIDIA GeForce GTX 1650 G5,4,1485,1665,189.89,75,250,310,1785
97,NVIDIA GeForce GTX 1650 G5,4,1485,1665,202.1,75,250,310,1786
98,NVIDIA GeForce GTX 1650 G5,4,1485,1875,202.1,75,250,310,1787
99,NVIDIA GeForce GTX 1650 G5,4,1485,1815,170,75,250,310,1788
100,NVIDIA GeForce GTX 1650 G5,4,1485,1725,145,75,250,310,1789
101,NVIDIA GeForce GTX 1650 G5,4,1485,1725,145,75,250,310,1790
102,NVIDIA GeForce GTX 1650 G5,4,1485,1695,196,75,250,310,1791
103,NVIDIA GeForce GTX 1650 G5,4,1665,1815,265,75,250,310,1792
104,NVIDIA GeForce GTX 1650 G5,4,1485,1665,152,75,250,310,1793
105,NVIDIA GeForce GTX 1650 G5,4,1665,1680,152,75,250,310,1794
106,NVIDIA GeForce GTX 1650 G5,4,1485,1695,166.9,75,250,310,1795
107,NVIDIA GeForce GTX 1650 G5,4,1485,1710,191,75,250,310,1796
108,NVIDIA GeForce GTX 1650 G5,4,1485,1665,160,75,250,310,1797
109,NVIDIA GeForce GTX 1650 G5,4,1485,1710,196,75,250,310,1798
110,NVIDIA GeForce GTX 1650 G5,4,1485,1695,196,75,250,310,1799
111,NVIDIA GeForce GTX 1650 G5,4,1485,1740,170,75,250,310,1800
112,NVIDIA GeForce GTX 1650 G5,4,1485,1860,245,75,250,310,1801
113,NVIDIA GeForce GTX 1650 G5,4,1485,1665,168,75,250,310,1802
114,NVIDIA GeForce GTX 1650 G5,4,1485,1695,168,75,250,310,1803
115,NVIDIA GeForce GTX 1650 G5,4,1485,1740,170,75,250,310,1804
116,NVIDIA GeForce GTX 1650 G5,4,1485,1665,170,75,250,310,1805
117,NVIDIA GeForce GTX 1650 G5,4,1485,1665,178,75,250,310,1806
118,NVIDIA GeForce GTX 1650 G5,4,1485,1725,145,75,250,310,1807
119,NVIDIA GeForce GTX 1650 G5,4,1485,1725,144.78,75,250,310,1808
120,NVIDIA GeForce GTX 1650 G5,4,1485,1665,160,75,250,310,1809
121,NVIDIA GeForce GTX 1650 G5,4,1485,1695,151,75,250,310,1810
122,NVIDIA GeForce GTX 1650 G6,4,1410,1665,178,90,250,322,1811
123,NVIDIA GeForce GTX 1650 G6,4,1410,1710,202.1,90,250,322,1812
124,NVIDIA GeForce GTX 1650 G6,4,1410,1590,166.9,90,250,322,1813
125,NVIDIA GeForce GTX 1650 G6,4,1410,1635,172,90,250,322,1814
126,NVIDIA GeForce GTX 1650 G6,4,1410,1590,172,90,250,322,1815
127,NVIDIA GeForce GTX 1650 G6,4,1410,1815,212,90,250,322,1816
128,NVIDIA GeForce GTX 1650 G6,4,1410,1620,166.9,90,250,322,1817
129,NVIDIA GeForce GTX 1650 G6,4,1410,1590,191,90,250,322,1818
130,NVIDIA GeForce GTX 1650 G6,4,1410,1650,191,90,250,322,1819
131,NVIDIA GeForce GTX 1650 G6,4,1410,1620,170,90,250,322,1820
132,NVIDIA GeForce GTX 1650 G6,4,1410,1710,245,90,250,322,1821
133,NVIDIA GeForce GTX 1650 G6,4,1410,1620,178,90,250,322,1822
134,NVIDIA GeForce GTX 1650 G6,4,1410,1590,160,90,250,322,1823
135,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,174,100,300,417,1824
136,NVIDIA GeForce GTX 1650 SUPER,4,1530,1770,173.99,100,300,417,1825
137,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,243,100,300,417,1826
138,NVIDIA GeForce GTX 1650 SUPER,4,1530,1770,243,100,300,417,1827
139,NVIDIA GeForce GTX 1650 SUPER,4,1530,1815,243,100,300,417,1828
140,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,206,100,300,417,1829
141,NVIDIA GeForce GTX 1650 SUPER,4,1530,1800,205.74,100,300,417,1830
142,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,202.1,100,300,417,1831
143,NVIDIA GeForce GTX 1650 SUPER,4,1530,1740,212,100,300,417,1832
144,NVIDIA GeForce GTX 1650 SUPER,4,1530,1740,172,100,300,417,1833
145,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,225,100,300,417,1834
146,NVIDIA GeForce GTX 1650 SUPER,4,1530,1725,188,100,300,417,1835
147,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,220,100,300,417,1836
148,NVIDIA GeForce GTX 1650 SUPER,4,1530,1740,175,100,300,417,1837
149,NVIDIA GeForce GTX 1650 SUPER,4,1530,1755,248,100,300,417,1838
150,NVIDIA GeForce GTX 1650 SUPER,4,1530,1740,180,100,300,417,1839
151,NVIDIA GeForce GTX 1650 SUPER,4,1530,1770,168,100,300,417,1840
152,NVIDIA GeForce GTX 1650 SUPER,4,1530,1725,167.894,100,300,417,1841
153,NVIDIA GeForce GTX 1650 SUPER,4,1530,1770,167.894,100,300,417,1842
154,NVIDIA GeForce GTX 1650 SUPER,4,1530,1725,158.5,100,300,417,1843
155,NVIDIA GeForce GTX 1660,6,1530,1815,174,120,300,463,1844
156,NVIDIA GeForce GTX 1660,6,1530,1830,174,120,300,463,1845
157,NVIDIA GeForce GTX 1660,6,1530,1815,205,120,300,463,1846
158,NVIDIA GeForce GTX 1660,6,1530,1785,264,120,300,463,1847
159,NVIDIA GeForce GTX 1660,6,1530,1845,205,120,300,463,1848
160,NVIDIA GeForce GTX 1660,6,1530,1785,189.89,120,300,463,1849
161,NVIDIA GeForce GTX 1660,6,1530,1830,202.1,120,300,463,1850
162,NVIDIA GeForce GTX 1660,6,1530,1785,189.89,120,300,463,1851
163,NVIDIA GeForce GTX 1660,6,1530,1830,189.89,120,300,463,1852
164,NVIDIA GeForce GTX 1660,6,1530,1785,267.97,120,300,463,1853
165,NVIDIA GeForce GTX 1660,6,1530,1845,267.97,120,300,463,1854
166,NVIDIA GeForce GTX 1660,6,1530,1785,235,120,300,463,1855
167,NVIDIA GeForce GTX 1660,6,1530,1830,235,120,300,463,1856
168,NVIDIA GeForce GTX 1660,6,1530,1785,168,120,300,463,1857
169,NVIDIA GeForce GTX 1660,6,1530,1830,168,120,300,463,1858
170,NVIDIA GeForce GTX 1660,6,1530,1815,228,120,300,463,1859
171,NVIDIA GeForce GTX 1660,6,1530,1845,245,120,300,463,1860
172,NVIDIA GeForce GTX 1660,6,1530,1845,245,120,300,463,1861
173,NVIDIA GeForce GTX 1660,6,1530,1785,280,120,300,463,1862
174,NVIDIA GeForce GTX 1660,6,1530,1860,280,120,300,463,1863
175,NVIDIA GeForce GTX 1660,6,1785,1800,170,120,300,463,1864
176,NVIDIA GeForce GTX 1660,6,1530,1785,224,120,300,463,1865
177,NVIDIA GeForce GTX 1660,6,1530,1815,214,120,300,463,1866
178,NVIDIA GeForce GTX 1660,6,1530,1785,268,120,300,463,1867
179,NVIDIA GeForce GTX 1660,6,1530,1845,233,120,300,463,1868
180,NVIDIA GeForce GTX 1660,6,1530,1815,175,120,300,463,1869
181,NVIDIA GeForce GTX 1660,6,1530,1845,243,120,300,463,1870
182,NVIDIA GeForce GTX 1660,6,1530,1860,247,120,300,463,1871
183,NVIDIA GeForce GTX 1660,6,1530,1830,204,120,300,463,1872
184,NVIDIA GeForce GTX 1660,6,1530,1785,168,120,300,463,1873
185,NVIDIA GeForce GTX 1660,6,1530,1785,255.016,120,300,463,1874
186,NVIDIA GeForce GTX 1660,6,1530,1830,167.894,120,300,463,1875
187,NVIDIA GeForce GTX 1660,6,1530,1785,173.4,120,300,463,1876
188,NVIDIA GeForce GTX 1660,6,1530,1845,209.6,120,300,463,1877
189,NVIDIA GeForce GTX 1660,6,1530,1785,215.9,120,300,463,1878
190,NVIDIA GeForce GTX 1660 SUPER,6,1530,1860,242,125,300,520,1879
191,NVIDIA GeForce GTX 1660 SUPER,6,1530,1860,197,125,300,520,1880
192,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,174,125,300,520,1881
193,NVIDIA GeForce GTX 1660 SUPER,6,1530,1815,243,125,300,520,1882
194,NVIDIA GeForce GTX 1660 SUPER,6,1530,1845,243,125,300,520,1883
195,NVIDIA GeForce GTX 1660 SUPER,6,1530,1875,243,125,300,520,1884
196,NVIDIA GeForce GTX 1660 SUPER,6,1530,1845,206,125,300,520,1885
197,NVIDIA GeForce GTX 1660 SUPER,6,1530,1845,264,125,300,520,1886
198,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,189.89,125,300,520,1887
199,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,202,125,300,520,1888
200,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,202.1,125,300,520,1889
201,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,235,125,300,520,1890
202,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,235,125,300,520,1891
203,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,168,125,300,520,1892
204,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,168,125,300,520,1893
205,NVIDIA GeForce GTX 1660 SUPER,6,1530,1845,245,125,300,520,1894
206,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,280,125,300,520,1895
207,NVIDIA GeForce GTX 1660 SUPER,6,1530,1860,280,125,300,520,1896
208,NVIDIA GeForce GTX 1660 SUPER,6,1530,1800,170,125,300,520,1897
209,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,225.65,125,300,520,1898
210,NVIDIA GeForce GTX 1660 SUPER,6,1530,1800,214,125,300,520,1899
211,NVIDIA GeForce GTX 1660 SUPER,6,1530,1815,179,125,300,520,1900
212,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,246.888,125,300,520,1901
213,NVIDIA GeForce GTX 1660 SUPER,6,1530,1815,203.962,125,300,520,1902
214,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,235,125,300,520,1903
215,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,235,125,300,520,1904
216,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,168,125,300,520,1905
217,NVIDIA GeForce GTX 1660 SUPER,6,1530,1830,168,125,300,520,1906
218,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,172.974,125,300,520,1907
219,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,235,125,300,520,1908
220,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,167.894,125,300,520,1909
221,NVIDIA GeForce GTX 1660 SUPER,6,1530,1845,209.6,125,300,520,1910
222,NVIDIA GeForce GTX 1660 SUPER,6,1530,1785,173.4,125,300,520,1911
223,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,215,120,300,532,1912
224,NVIDIA GeForce GTX 1660 Ti,6,1500,1830,215,120,300,532,1913
225,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,174,120,300,532,1914
226,NVIDIA GeForce GTX 1660 Ti,6,1500,1815,174,120,300,532,1915
227,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,301,120,300,532,1916
228,NVIDIA GeForce GTX 1660 Ti,6,1500,1830,301,120,300,532,1917
229,NVIDIA GeForce GTX 1660 Ti,6,1500,1890,301,120,300,532,1918
230,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,205,120,300,532,1919
231,NVIDIA GeForce GTX 1660 Ti,6,1500,1830,205,120,300,532,1920
232,NVIDIA GeForce GTX 1660 Ti,6,1500,1845,202.1,120,300,532,1921
233,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,189.89,120,300,532,1922
234,NVIDIA GeForce GTX 1660 Ti,6,1500,1845,189.89,120,300,532,1923
235,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,267.97,120,300,532,1924
236,NVIDIA GeForce GTX 1660 Ti,6,1500,1860,267.97,120,300,532,1925
237,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,168,120,300,532,1926
238,NVIDIA GeForce GTX 1660 Ti,6,1500,1815,168,120,300,532,1927
239,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,228,120,300,532,1928
240,NVIDIA GeForce GTX 1660 Ti,6,1500,1815,245,120,300,532,1929
241,NVIDIA GeForce GTX 1660 Ti,6,1500,1890,280,120,300,532,1930
242,NVIDIA GeForce GTX 1660 Ti,6,1500,1860,280,120,300,532,1931
243,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,170,120,300,532,1932
244,NVIDIA GeForce GTX 1660 Ti,6,1500,1785,170,120,300,532,1933
245,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,225.65,120,300,532,1934
246,NVIDIA GeForce GTX 1660 Ti,6,1500,1845,264.9,120,300,532,1935
247,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,196,120,300,532,1936
248,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,228,120,300,532,1937
249,NVIDIA GeForce GTX 1660 Ti,6,1500,1830,245,120,300,532,1938
250,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,178,120,300,532,1939
251,NVIDIA GeForce GTX 1660 Ti,6,1500,1830,178,120,300,532,1940
252,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,243,120,300,532,1941
253,NVIDIA GeForce GTX 1660 Ti,6,1500,1860,243,120,300,532,1942
254,NVIDIA GeForce GTX 1660 Ti,6,1500,1800,247,120,300,532,1943
255,NVIDIA GeForce GTX 1660 Ti,6,1500,1875,247,120,300,532,1944
256,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,204,120,300,532,1945
257,NVIDIA GeForce GTX 1660 Ti,6,1500,1830,204,120,300,532,1946
258,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,168,120,300,532,1947
259,NVIDIA GeForce GTX 1660 Ti,6,1500,1815,168,120,300,532,1948
260,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,255.016,120,300,532,1949
261,NVIDIA GeForce GTX 1660 Ti,6,1500,1815,167.894,120,300,532,1950
262,NVIDIA GeForce GTX 1660 Ti,6,1500,1770,173.4,120,300,532,1951
263,NVIDIA GeForce RTX 2060,6,1365,1680,270,160,450,626,1952
264,NVIDIA GeForce RTX 2060,6,1365,1680,270,160,450,626,1953
265,NVIDIA GeForce RTX 2060,6,1365,1725,242,160,450,626,1954
266,NVIDIA GeForce RTX 2060,6,1365,1785,242,160,450,626,1955
267,NVIDIA GeForce RTX 2060,6,1365,1750,197,160,450,626,1956
268,NVIDIA GeForce RTX 2060,6,1365,1785,270,160,450,626,1957
269,NVIDIA GeForce RTX 2060,6,1365,1710,177,160,450,626,1958
270,NVIDIA GeForce RTX 2060,6,1365,1680,300,160,450,626,1959
271,NVIDIA GeForce RTX 2060,6,1365,1759,300,160,450,626,1960
272,NVIDIA GeForce RTX 2060,6,1365,1860,300,160,450,626,1961
273,NVIDIA GeForce RTX 2060,6,1365,1740,204,160,450,626,1962
274,NVIDIA GeForce RTX 2060,6,1365,1710,268,160,450,626,1963
275,NVIDIA GeForce RTX 2060,6,1365,1680,189.89,160,450,626,1964
276,NVIDIA GeForce RTX 2060,6,1365,1680,202.1,160,450,626,1965
277,NVIDIA GeForce RTX 2060,6,1365,1755,202.1,160,450,626,1966
278,NVIDIA GeForce RTX 2060,6,1365,1710,189.89,160,450,626,1967
279,NVIDIA GeForce RTX 2060,6,1365,1755,267.97,160,450,626,1968
280,NVIDIA GeForce RTX 2060,6,1365,1680,189.89,160,450,626,1969
281,NVIDIA GeForce RTX 2060,6,1365,1755,189.89,160,450,626,1970
282,NVIDIA GeForce RTX 2060,6,1365,1680,267.97,160,450,626,1971
283,NVIDIA GeForce RTX 2060,6,1365,1830,267.97,160,450,626,1972
284,NVIDIA GeForce RTX 2060,6,1365,1680,235,160,450,626,1973
285,NVIDIA GeForce RTX 2060,6,1365,1680,235,160,450,626,1974
286,NVIDIA GeForce RTX 2060,6,1365,1710,228,160,450,626,1975
287,NVIDIA GeForce RTX 2060,6,1365,1680,281,160,450,626,1976
288,NVIDIA GeForce RTX 2060,6,1365,1725,245,160,450,626,1977
289,NVIDIA GeForce RTX 2060,6,1365,1845,290,160,450,626,1978
290,NVIDIA GeForce RTX 2060,6,1365,1680,225.65,160,450,626,1979
291,NVIDIA GeForce RTX 2060,6,1365,1680,280,160,450,626,1980
292,NVIDIA GeForce RTX 2060,6,1680,1830,280.35,160,450,626,1981
293,NVIDIA GeForce RTX 2060,6,1365,1830,280.35,160,450,626,1982
294,NVIDIA GeForce RTX 2060,6,1680,1830,280.35,160,450,626,1983
295,NVIDIA GeForce RTX 2060,6,1365,1695,170,160,450,626,1984
296,NVIDIA GeForce RTX 2060,6,1365,1695,170,160,450,626,1985
297,NVIDIA GeForce RTX 2060,6,1365,1680,170,160,450,626,1986
298,NVIDIA GeForce RTX 2060,6,1365,1755,225.65,160,450,626,1987
299,NVIDIA GeForce RTX 2060,6,1365,1755,225.65,160,450,626,1988
300,NVIDIA GeForce RTX 2060,6,1365,1770,264.9,160,450,626,1989
301,NVIDIA GeForce RTX 2060,6,1680,1770,264.9,160,450,626,1990
302,NVIDIA GeForce RTX 2060,6,1365,1770,264.9,160,450,626,1991
303,NVIDIA GeForce RTX 2060,6,1365,1680,264.9,160,450,626,1992
304,NVIDIA GeForce RTX 2060,6,1365,1845,290,160,450,626,1993
305,NVIDIA GeForce RTX 2060,6,1365,1680,196,160,450,626,1994
306,NVIDIA GeForce RTX 2060,6,1365,1710,228,160,450,626,1995
307,NVIDIA GeForce RTX 2060,6,1365,1680,268,160,450,626,1996
308,NVIDIA GeForce RTX 2060,6,1365,1680,175,160,450,626,1997
309,NVIDIA GeForce RTX 2060,6,1365,1710,175,160,450,626,1998
310,NVIDIA GeForce RTX 2060,6,1365,1680,247,160,450,626,1999
311,NVIDIA GeForce RTX 2060,6,1365,1830,247,160,450,626,2000
312,NVIDIA GeForce RTX 2060,6,1365,1680,226,160,450,626,2001
313,NVIDIA GeForce RTX 2060,6,1365,1710,226,160,450,626,2002
314,NVIDIA GeForce RTX 2060,6,1365,1710,205,160,450,626,2003
315,NVIDIA GeForce RTX 2060,6,1365,1680,228.6,160,450,626,2004
316,NVIDIA GeForce RTX 2060,6,1365,1680,235,160,450,626,2005
317,NVIDIA GeForce RTX 2060,6,1365,1830,235,160,450,626,2006
318,NVIDIA GeForce RTX 2060,6,1365,1680,168,160,450,626,2007
319,NVIDIA GeForce RTX 2060,6,1365,1725,168,160,450,626,2008
320,NVIDIA GeForce RTX 2060,6,1365,1680,267,160,450,626,2009
321,NVIDIA GeForce RTX 2060,6,1365,1725,167.894,160,450,626,2010
322,NVIDIA GeForce RTX 2060,6,1365,1680,209.6,160,450,626,2011
323,NVIDIA GeForce RTX 2060,6,1365,1800,209.6,160,450,626,2012
324,NVIDIA GeForce RTX 2060 SUPER,8,1500,1680,267,175,450,704,2013
325,NVIDIA GeForce RTX 2060 SUPER,8,1500,1695,267,175,450,704,2014
326,NVIDIA GeForce RTX 2060 SUPER,8,1500,1725,267,175,450,704,2015
327,NVIDIA GeForce RTX 2060 SUPER,8,1470,1725,242,175,450,704,2016
328,NVIDIA GeForce RTX 2060 SUPER,8,1500,1710,301,175,450,704,2017
329,NVIDIA GeForce RTX 2060 SUPER,8,1500,1860,301,175,450,704,2018
330,NVIDIA GeForce RTX 2060 SUPER,8,1500,1680,268,175,450,704,2019
331,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,267.97,175,450,704,2020
332,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,269.83,175,450,704,2021
333,NVIDIA GeForce RTX 2060 SUPER,8,1470,1695,269.83,175,450,704,2022
334,NVIDIA GeForce RTX 2060 SUPER,8,1470,1695,269.83,175,450,704,2023
335,NVIDIA GeForce RTX 2060 SUPER,8,1470,1710,285,175,450,704,2024
336,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,230,175,450,704,2025
337,NVIDIA GeForce RTX 2060 SUPER,8,1470,1845,290,175,450,704,2026
338,NVIDIA GeForce RTX 2060 SUPER,8,1470,1815,280.35,175,450,704,2027
339,NVIDIA GeForce RTX 2060 SUPER,8,1470,1710,280.35,175,450,704,2028
340,NVIDIA GeForce RTX 2060 SUPER,8,1650,1815,280.35,175,450,704,2029
