id,brand,name,price,quantity,image
1451,Seagate,500GB M.2-2280 NVMe BarraCuda 510,319,10,https://cdna.pcpartpicker.com/static/forever/images/product/807f972fa748821c508dcc9f1086c654.256p.jpg
1452,Seagate,1TB M.2-2280 NVMe BarraCuda 510,569,77,https://cdna.pcpartpicker.com/static/forever/images/product/807f972fa748821c508dcc9f1086c654.256p.jpg
1453,Seagate,"3TB 3.5"" 5400RPM Barracuda Compute",369,65,https://cdna.pcpartpicker.com/static/forever/images/product/b84463f4265f4f07e8f1f9ed5199ecb4.256p.jpg
1454,Seagate,"4TB 3.5"" 5400RPM Barracuda Compute",429,20,https://cdna.pcpartpicker.com/static/forever/images/product/b84463f4265f4f07e8f1f9ed5199ecb4.256p.jpg
1455,Seagate,"6TB 3.5"" 5400RPM Barracuda Compute",669,22,https://cdna.pcpartpicker.com/static/forever/images/product/b84463f4265f4f07e8f1f9ed5199ecb4.256p.jpg
1456,Seagate,"8TB 3.5"" 5400RPM BarraCuda Compute",719,88,https://cdna.pcpartpicker.com/static/forever/images/product/b84463f4265f4f07e8f1f9ed5199ecb4.256p.jpg
1457,Seagate,"1TB 3.5"" 7200RPM Barracuda ES",859,87,https://images-na.ssl-images-amazon.com/images/I/51C474EK%2BkL.jpg
1458,Seagate,"10TB 3.5"" 7200RPM BarraCuda Pro",1109,43,https://images-na.ssl-images-amazon.com/images/I/51OzJBXf8RL.jpg
1459,Seagate,"8TB 3.5"" 7200RPM BarraCuda Pro",1139,80,https://images-na.ssl-images-amazon.com/images/I/51OzJBXf8RL.jpg
1460,Seagate,"12TB 3.5"" 7200RPM BarraCuda Pro",2129,89,https://images-na.ssl-images-amazon.com/images/I/51OzJBXf8RL.jpg
1461,Seagate,"14TB 3.5"" 7200RPM BarraCuda Pro",2209,62,https://images-na.ssl-images-amazon.com/images/I/51OzJBXf8RL.jpg
1462,Seagate,"1TB 2.5"" 7200RPM BarraCuda Pro Compute",249,10,https://cdna.pcpartpicker.com/static/forever/images/product/caf78ca0627e8fb6ef01a079bf990197.256p.jpg
1463,Seagate,"12TB 3.5"" 7200RPM BarraCuda Pro Compute",1959,77,https://cdna.pcpartpicker.com/static/forever/images/product/caf78ca0627e8fb6ef01a079bf990197.256p.jpg
1464,Seagate,"2TB 3.5"" 7200RPM Barracuda XT",829,60,https://images-na.ssl-images-amazon.com/images/I/51KnQwRZCXL.jpg
1465,Seagate,"1TB 3.5"" 7200RPM Constellation CS",769,9,https://images-na.ssl-images-amazon.com/images/I/41%2Bi9Dxj2YL.jpg
1466,Seagate,"3TB 3.5"" 7200RPM Constellation CS",1279,45,https://images-na.ssl-images-amazon.com/images/I/41%2Bi9Dxj2YL.jpg
1467,Seagate,"2TB 3.5"" 7200RPM Constellation CS",1359,53,https://images-na.ssl-images-amazon.com/images/I/41%2Bi9Dxj2YL.jpg
1468,Seagate,"1TB 3.5"" 7200RPM Constellation CS ISE",1179,40,https://images-na.ssl-images-amazon.com/images/I/5162SxVdtBL.jpg
1469,Seagate,"1TB 3.5"" 7200RPM Constellation ES",439,71,https://images-na.ssl-images-amazon.com/images/I/41dhZHFpbuL.jpg
1470,Seagate,"2TB 3.5"" 7200RPM Constellation ES",859,67,https://images-na.ssl-images-amazon.com/images/I/41dhZHFpbuL.jpg
1471,Seagate,"3TB 3.5"" 7200RPM Constellation ES.2",359,17,https://images-na.ssl-images-amazon.com/images/I/31RIr%2BzbvjL.jpg
1472,Seagate,"2TB 3.5"" 7200RPM Constellation ES.2",799,93,https://images-na.ssl-images-amazon.com/images/I/31RIr%2BzbvjL.jpg
1473,Seagate,"3TB 3.5"" 7200RPM Constellation ES.3",589,68,https://images-na.ssl-images-amazon.com/images/I/41HuXrU7ZPL.jpg
1474,Seagate,"2TB 3.5"" 7200RPM Constellation ES.3",629,26,https://images-na.ssl-images-amazon.com/images/I/41HuXrU7ZPL.jpg
1475,Seagate,"4TB 3.5"" 7200RPM Constellation ES.3",969,44,https://images-na.ssl-images-amazon.com/images/I/41HuXrU7ZPL.jpg
1476,Seagate,"1TB 2.5"" 7200RPM Constellation.2",379,63,https://images-na.ssl-images-amazon.com/images/I/2195nce6VhL.jpg
1477,Seagate,"12TB 3.5"" 7200RPM Enterprise",1679,39,https://images-na.ssl-images-amazon.com/images/I/41ojUaIN5FL.jpg
1478,Seagate,"3TB 3.5"" 7200RPM Enterprise Capacity",709,37,https://cdna.pcpartpicker.com/static/forever/images/product/0fadfdaea140d8a2530ac577ce65cb80.256p.jpg
1479,Seagate,"2TB 3.5"" 7200RPM Enterprise Capacity",779,99,https://cdna.pcpartpicker.com/static/forever/images/product/0fadfdaea140d8a2530ac577ce65cb80.256p.jpg
1480,Seagate,"1TB 2.5"" 7200RPM Enterprise Capacity",789,46,https://cdna.pcpartpicker.com/static/forever/images/product/0fadfdaea140d8a2530ac577ce65cb80.256p.jpg
1481,Seagate,"4TB 3.5"" 7200RPM Enterprise Capacity",959,43,https://cdna.pcpartpicker.com/static/forever/images/product/0fadfdaea140d8a2530ac577ce65cb80.256p.jpg
1482,Seagate,"10TB 3.5"" 7200RPM Enterprise Capacity",1129,30,https://cdna.pcpartpicker.com/static/forever/images/product/0fadfdaea140d8a2530ac577ce65cb80.256p.jpg
1483,Seagate,"8TB 3.5"" 7200RPM Enterprise Capacity",1159,88,https://cdna.pcpartpicker.com/static/forever/images/product/0fadfdaea140d8a2530ac577ce65cb80.256p.jpg
1484,Seagate,"6TB 3.5"" 7200RPM Enterprise NAS",1679,36,https://cdna.pcpartpicker.com/static/forever/images/product/522ae2cd7bd2dc96b8fef35d250af682.256p.jpg
1485,Seagate,"2TB 3.5"" 7200RPM Exos 7E8",509,64,https://m.media-amazon.com/images/I/41h2nxtc42L.jpg
1486,Seagate,"4TB 3.5"" 7200RPM Exos 7E8",869,67,https://m.media-amazon.com/images/I/41h2nxtc42L.jpg
1487,Seagate,"2TB 3.5"" 7200RPM EXOS Enterprise",489,38,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1488,Seagate,"4TB 3.5"" 7200RPM EXOS Enterprise",549,11,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1489,Seagate,"6TB 3.5"" 7200RPM EXOS Enterprise",719,26,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1490,Seagate,"8TB 3.5"" 7200RPM EXOS Enterprise",809,71,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1491,Seagate,"14TB 3.5"" 7200RPM EXOS Enterprise",1259,33,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1492,Seagate,"1TB 2.5"" 7200RPM EXOS Enterprise",1299,37,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1493,Seagate,"16TB 3.5"" 7200RPM EXOS Enterprise",1419,79,https://cdna.pcpartpicker.com/static/forever/images/product/4db7e4213a1464d5f451cb8613135cb8.256p.jpg
1494,Seagate,"18TB 3.5"" 7200RPM EXOS Enterprise X18",1669,89,https://cdna.pcpartpicker.com/static/forever/images/product/0c3a3cafcf64edf04ee4b379dafa46ee.256p.jpg
1495,Seagate,"10TB 3.5"" 7200RPM Exos X14",1569,1,https://cdna.pcpartpicker.com/static/forever/images/product/6c803d5be91e00884d9c8946f0e37c8a.256p.jpg
1496,Seagate,"12TB 3.5"" 7200RPM Exos X14",1599,10,https://cdna.pcpartpicker.com/static/forever/images/product/6c803d5be91e00884d9c8946f0e37c8a.256p.jpg
1497,Seagate,"10TB 3.5"" 7200RPM Exos X16",1019,13,https://cdna.pcpartpicker.com/static/forever/images/product/f1e854263d8bce651e105a14d2611a19.256p.jpg
1498,Seagate,"12TB 3.5"" 7200RPM Exos X16",1139,80,https://cdna.pcpartpicker.com/static/forever/images/product/f1e854263d8bce651e105a14d2611a19.256p.jpg
1499,Seagate,"16TB 3.5"" 7200RPM Exos X16",1619,70,https://cdna.pcpartpicker.com/static/forever/images/product/f1e854263d8bce651e105a14d2611a19.256p.jpg
1500,Seagate,"14TB 3.5"" 7200RPM Exos X16",1959,48,https://cdna.pcpartpicker.com/static/forever/images/product/f1e854263d8bce651e105a14d2611a19.256p.jpg
1501,Seagate,500GB M.2-2280 NVMe FireCuda 510,429,64,https://cdna.pcpartpicker.com/static/forever/images/product/7fbe1751561aa9ad4a829b409a664d68.256p.jpg
1502,Seagate,500GB M.2-2280 NVMe FireCuda 520,399,10,https://cdna.pcpartpicker.com/static/forever/images/product/ae442220752f591d8094167483255ddb.256p.jpg
1503,Seagate,1TB M.2-2280 NVMe FireCuda 520,779,19,https://cdna.pcpartpicker.com/static/forever/images/product/ae442220752f591d8094167483255ddb.256p.jpg
1504,Seagate,2TB M.2-2280 NVMe FireCuda 520,1439,42,https://cdna.pcpartpicker.com/static/forever/images/product/ae442220752f591d8094167483255ddb.256p.jpg
1505,Seagate,"12TB 3.5"" 7200RPM IronWolf",2279,97,https://images-na.ssl-images-amazon.com/images/I/51gZrzP7D4L.jpg
1506,Seagate,"6TB 3.5"" 5400RPM IronWolf",759,76,https://images-na.ssl-images-amazon.com/images/I/51gZrzP7D4L.jpg
1507,Seagate,"480GB 2.5"" SSD IronWolf NAS",569,79,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1508,Seagate,"1,92TB 2.5"" SSD IronWolf NAS",1869,13,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1509,Seagate,"960GB 2.5"" SSD IronWolf NAS",1939,91,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1510,Seagate,"3,84TB 2.5"" SSD IronWolf NAS",5129,48,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1511,Seagate,"8TB 3.5"" 7200RPM IronWolf NAS",979,52,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1512,Seagate,"10TB 3.5"" 7200RPM IronWolf NAS",1229,67,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1513,Seagate,"6TB 3.5"" 7200RPM IronWolf NAS",1309,35,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1514,Seagate,"12TB 3.5"" 7200RPM IronWolf NAS",1389,35,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1515,Seagate,"14TB 3.5"" 7200RPM IronWolf NAS",1819,5,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1516,Seagate,"16TB 3.5"" 7200RPM IronWolf NAS",2189,2,https://images-eu.ssl-images-amazon.com/images/I/41dT5zWJ3wL.jpg
1517,Seagate,"4TB 3.5"" 7200RPM IronWolf Pro",579,98,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1518,Seagate,"2TB 3.5"" 7200RPM IronWolf Pro",809,44,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1519,Seagate,"6TB 3.5"" 7200RPM IronWolf Pro",889,98,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1520,Seagate,"8TB 3.5"" 7200RPM IronWolf Pro",1109,62,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1521,Seagate,"10TB 3.5"" 7200RPM IronWolf Pro",1199,75,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1522,Seagate,"12TB 3.5"" 7200RPM IronWolf Pro",1569,7,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1523,Seagate,"14TB 3.5"" 7200RPM IronWolf Pro",1759,4,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1524,Seagate,"16TB 3.5"" 7200RPM IronWolf Pro",2059,79,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1525,Seagate,"18TB 3.5"" 7200RPM IronWolf Pro",2399,50,https://cdna.pcpartpicker.com/static/forever/images/product/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg
1526,Seagate,"1TB 2.5"" 5400RPM Momentus LP",489,59,https://cdna.pcpartpicker.com/static/forever/images/product/0070a75ac369592fb07935ca1956ab1b.256p.jpg
1527,Seagate,"2TB 2.5"" 5400RPM Momentus SpinPoint",839,4,https://cdna.pcpartpicker.com/static/forever/images/product/d8862a1451cc8a1211043243a8842036.256p.jpg
1528,Seagate,"10TB 3.5"" 7200RPM SkyHawk",2299,1,https://images-eu.ssl-images-amazon.com/images/I/41C-mRkJdCL.jpg
1529,Seagate,"8TB 3.5"" 7200RPM Skyhawk AI",939,20,https://cdna.pcpartpicker.com/static/forever/images/product/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg
1530,Seagate,"10TB 3.5"" 7200RPM SkyHawk AI",1279,89,https://cdna.pcpartpicker.com/static/forever/images/product/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg
1531,Seagate,"12TB 3.5"" 7200RPM SkyHawk AI",1349,58,https://cdna.pcpartpicker.com/static/forever/images/product/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg
1532,Seagate,"14TB 3.5"" 7200RPM SkyHawk AI",1689,22,https://cdna.pcpartpicker.com/static/forever/images/product/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg
1533,Seagate,"16TB 3.5"" 7200RPM SkyHawk AI",1859,37,https://cdna.pcpartpicker.com/static/forever/images/product/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg
1534,Seagate,"10TB 3.5"" 7200RPM SkyHawk Surveillance",1719,40,https://images-eu.ssl-images-amazon.com/images/I/41YeZiOHP1L.jpg
1535,Seagate,"12TB 3.5"" 7200RPM SkyHawk Surveillance",2499,99,https://images-eu.ssl-images-amazon.com/images/I/41YeZiOHP1L.jpg
1536,Seagate,"6TB 3.5"" 5400RPM SkyHawk Surveillance",669,14,https://images-eu.ssl-images-amazon.com/images/I/41YeZiOHP1L.jpg
1537,Seagate,"1TB 2.5"" 5400RPM ST1000LM035",199,45,https://cdna.pcpartpicker.com/static/forever/images/product/9887b63c7eb90d2342b18f5a4c8fe901.256p.jpg
1538,Seagate,"1TB 2.5"" 7200RPM ST1000NX0313",759,8,https://images-na.ssl-images-amazon.com/images/I/41E2UFxTsrL.jpg
1539,Seagate,"1TB 2.5"" 7200RPM ST1000NX0353",2349,99,https://cdna.pcpartpicker.com/static/forever/images/product/b8ba3952ed9df555306002cba7f8fcc1.256p.jpg
1540,Seagate,"2TB 3.5"" 7200RPM ST2000NM0024",1099,7,https://cdna.pcpartpicker.com/static/forever/images/product/5d16aeceb01dde8850f5ef459901e6f4.256p.jpg
1541,Seagate,"2TB 3.5"" 7200RPM ST2000NM0034",999,6,https://images-na.ssl-images-amazon.com/images/I/41u3jILYlTL.jpg
1542,Seagate,"2TB 3.5"" 7200RPM ST2000NM0044",1229,77,https://images-na.ssl-images-amazon.com/images/I/51g6Gge2soL.jpg
1543,Seagate,"2TB 2.5"" 7200RPM ST2000NX0253",1209,21,https://images-na.ssl-images-amazon.com/images/I/51Yt3gs2a1L.jpg
1544,Seagate,"2TB 2.5"" 7200RPM ST2000NX0303",1499,89,https://images-na.ssl-images-amazon.com/images/I/51Rgp2SNJyL.jpg
1545,Seagate,"4TB 2.5"" 5400RPM ST4000LM016",1269,93,https://cdna.pcpartpicker.com/static/forever/images/product/bac783ed03b717b7426cb3d3ccefb3d3.256p.jpg
1546,Seagate,"5TB 3.5"" 7200RPM ST5000NM0024",1769,55,https://images-na.ssl-images-amazon.com/images/I/41pw8MWMn-L.jpg
1547,Seagate,"6TB 3.5"" 7200RPM ST6000NM0024",1099,33,https://cdna.pcpartpicker.com/static/forever/images/product/7373d77a5d7b02a0e39cf13fd542b1b6.256p.jpg
1548,Seagate,"8TB 3.5"" 7200RPM Surveillance HDD",1819,34,https://cdna.pcpartpicker.com/static/forever/images/product/34bc14397597ba5761022af2ee05cd12.256p.jpg
1549,Seagate,"2TB 3.5"" 5400RPM Surveillance HDD",549,67,https://cdna.pcpartpicker.com/static/forever/images/product/34bc14397597ba5761022af2ee05cd12.256p.jpg
1550,Seagate,"1TB 3.5"" 5400RPM Surveillance HDD",699,21,https://cdna.pcpartpicker.com/static/forever/images/product/34bc14397597ba5761022af2ee05cd12.256p.jpg
1551,Seagate,"6TB 3.5"" 5400RPM Surveillance HDD",749,48,https://cdna.pcpartpicker.com/static/forever/images/product/34bc14397597ba5761022af2ee05cd12.256p.jpg
1552,Seagate,"5TB 3.5"" 5400RPM Surveillance HDD",1269,64,https://cdna.pcpartpicker.com/static/forever/images/product/34bc14397597ba5761022af2ee05cd12.256p.jpg
1553,Seagate,"3TB 3.5"" 5400RPM SV35 Series",909,70,https://images-na.ssl-images-amazon.com/images/I/41nQm4nXlOL.jpg
1554,Seagate,"3TB 3.5"" 7200RPM SV35.5",909,90,https://images-na.ssl-images-amazon.com/images/I/51sVwMutCXL.jpg
1555,Silicon,"512GB 2.5"" SSD Power A55",269,35,https://cdna.pcpartpicker.com/static/forever/images/product/cd4a9af50b9d28d4cbe61ee0ad665685.256p.jpg
1556,Silicon,"1TB 2.5"" SSD Power A55",439,5,https://cdna.pcpartpicker.com/static/forever/images/product/cd4a9af50b9d28d4cbe61ee0ad665685.256p.jpg
1557,Silicon,"256GB 2.5"" SSD Power A55",179,44,https://cdna.pcpartpicker.com/static/forever/images/product/cd4a9af50b9d28d4cbe61ee0ad665685.256p.jpg
1558,Silicon,256GB M.2-2280 NVMe Power A60,219,57,https://cdna.pcpartpicker.com/static/forever/images/product/229130faab065e7908c58fd694f78e1a.1600.jpg
1559,Silicon,512GB M.2-2280 NVMe Power A60,309,10,https://cdna.pcpartpicker.com/static/forever/images/product/229130faab065e7908c58fd694f78e1a.1600.jpg
1560,Silicon,1TB M.2-2280 NVMe Power A60,499,8,https://cdna.pcpartpicker.com/static/forever/images/product/229130faab065e7908c58fd694f78e1a.1600.jpg
1561,Silicon,256GB M.2-2280 NVMe Power A80,229,39,https://cdna.pcpartpicker.com/static/forever/images/product/c7de1212bd34018b77cd9b402f4fd2e1.256p.jpg
1562,Silicon,512GB M.2-2280 NVMe Power A80,329,90,https://cdna.pcpartpicker.com/static/forever/images/product/c7de1212bd34018b77cd9b402f4fd2e1.256p.jpg
1563,Silicon,2TB M.2-2280 NVMe Power A80,1269,55,https://cdna.pcpartpicker.com/static/forever/images/product/c7de1212bd34018b77cd9b402f4fd2e1.256p.jpg
1564,Silicon,500GB M.2-2280 NVMe Power UD70,299,92,https://cdna.pcpartpicker.com/static/forever/images/product/9b0b5e5004f2d5d0bd1bac34083a1076.256p.jpg
1565,Silicon,1TB M.2-2280 NVMe Power UD70,659,13,https://cdna.pcpartpicker.com/static/forever/images/product/9b0b5e5004f2d5d0bd1bac34083a1076.256p.jpg
1566,Silicon,2TB M.2-2280 NVMe Power UD70,1309,83,https://cdna.pcpartpicker.com/static/forever/images/product/9b0b5e5004f2d5d0bd1bac34083a1076.256p.jpg
1567,Silicon,1TB M.2-2280 NVMe Power US70,809,57,https://cdna.pcpartpicker.com/static/forever/images/product/ca3b048896ac8c03e0b12692c1708e20.256p.jpg
1568,Silicon,2TB M.2-2280 NVMe Power US70,1559,83,https://cdna.pcpartpicker.com/static/forever/images/product/ca3b048896ac8c03e0b12692c1708e20.256p.jpg
1569,Transcend,256GB M.2-2280 NVMe 110S,189,48,https://cdna.pcpartpicker.com/static/forever/images/product/f44afec3e50e865eb5ff597bfbc51656.256p.jpg
1570,Transcend,512GB M.2-2280 NVMe 110S,309,19,https://cdna.pcpartpicker.com/static/forever/images/product/f44afec3e50e865eb5ff597bfbc51656.256p.jpg
1571,Transcend,1TB M.2-2280 NVMe 110S,509,88,https://cdna.pcpartpicker.com/static/forever/images/product/f44afec3e50e865eb5ff597bfbc51656.256p.jpg
1572,Transcend,256GB M.2-2280 NVMe 220S,229,76,https://cdna.pcpartpicker.com/static/forever/images/product/8ae7c65fa54636898bfb57bd3bcd5b01.256p.jpg
1573,Transcend,512GB M.2-2280 NVMe 220S,359,34,https://cdna.pcpartpicker.com/static/forever/images/product/8ae7c65fa54636898bfb57bd3bcd5b01.256p.jpg
1574,Transcend,1TB M.2-2280 NVMe 220S,669,59,https://cdna.pcpartpicker.com/static/forever/images/product/8ae7c65fa54636898bfb57bd3bcd5b01.256p.jpg
1575,Transcend,2TB M.2-2280 NVMe 220S,1159,6,https://cdna.pcpartpicker.com/static/forever/images/product/8ae7c65fa54636898bfb57bd3bcd5b01.256p.jpg
1576,Transcend,"256GB 2.5"" SSD SSD370",589,43,https://images-na.ssl-images-amazon.com/images/I/41Ukb%2B3C7HL.jpg
1577,Transcend,"512GB 2.5"" SSD SSD370",959,24,https://images-na.ssl-images-amazon.com/images/I/41Ukb%2B3C7HL.jpg
1578,Western Digital,"1TB 2.5"" 5400RPM AV-25",289,56,https://cdna.pcpartpicker.com/static/forever/images/product/c463b680ba3f638dd00dc7916feef929.med.256p.jpg
1579,Western Digital,"1TB 3.5"" 5400RPM AV-GP",219,25,https://images-na.ssl-images-amazon.com/images/I/51yl2DEVzkL.jpg
1580,Western Digital,"2TB 3.5"" 5400RPM AV-GP",269,28,https://images-na.ssl-images-amazon.com/images/I/51yl2DEVzkL.jpg
1581,Western Digital,"1,5TB 3.5"" 5400RPM AV-GP",449,13,https://images-na.ssl-images-amazon.com/images/I/51yl2DEVzkL.jpg
1582,Western Digital,"4TB 3.5"" 5400RPM AV-GP",639,60,https://images-na.ssl-images-amazon.com/images/I/51yl2DEVzkL.jpg
1583,Western Digital,"3TB 3.5"" 5400RPM AV-GP",809,97,https://images-na.ssl-images-amazon.com/images/I/51yl2DEVzkL.jpg
1584,Western Digital,"1TB 2.5"" 7200RPM Black",299,9,https://cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg
1585,Western Digital,"4TB 3.5"" 7200RPM Black",819,99,https://cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg
1586,Western Digital,"6TB 3.5"" 7200RPM Black",1089,88,https://cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg
1587,Western Digital,"8TB 3.5"" 7200RPM Black",1259,73,https://cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg
1588,Western Digital,"10TB 3.5"" 7200RPM Black",1449,57,https://cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg
1589,Western Digital,"5TB 3.5"" 7200RPM Black",1949,22,https://cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg
1590,Western Digital,"1TB 3.5"" 7200RPM BLACK SERIES",369,74,https://images-na.ssl-images-amazon.com/images/I/51rEwa5ePdL.jpg
1591,Western Digital,"2TB 3.5"" 7200RPM BLACK SERIES",549,75,https://images-na.ssl-images-amazon.com/images/I/51rEwa5ePdL.jpg
1592,Western Digital,"3TB 3.5"" 7200RPM BLACK SERIES",1279,84,https://images-na.ssl-images-amazon.com/images/I/51rEwa5ePdL.jpg
1593,Western Digital,"4TB 3.5"" 7200RPM BLACK SERIES",1499,6,https://images-na.ssl-images-amazon.com/images/I/51rEwa5ePdL.jpg
1594,Western Digital,500GB M.2-2280 NVMe Black SN850,529,90,https://cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg
1595,Western Digital,1TB M.2-2280 NVMe Black SN850,939,63,https://cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg
1596,Western Digital,2TB M.2-2280 NVMe Black SN850,1719,79,https://cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg
1597,Western Digital,"500GB 2.5"" SSD Blue",249,34,https://cdna.pcpartpicker.com/static/forever/images/product/61f2120808b1d3da31584fe6bb602f38.256p.jpg
1598,Western Digital,"4TB 2.5"" SSD Blue",1879,91,https://cdna.pcpartpicker.com/static/forever/images/product/61f2120808b1d3da31584fe6bb602f38.256p.jpg
1599,Western Digital,1TB M.2-2280 SSD Blue,399,78,https://cdna.pcpartpicker.com/static/forever/images/product/61f2120808b1d3da31584fe6bb602f38.256p.jpg
1600,Western Digital,2TB M.2-2280 SSD Blue,909,79,https://cdna.pcpartpicker.com/static/forever/images/product/61f2120808b1d3da31584fe6bb602f38.256p.jpg
1601,Western Digital,"3TB 3.5"" 5400RPM Blue",379,91,https://cdna.pcpartpicker.com/static/forever/images/product/61f2120808b1d3da31584fe6bb602f38.256p.jpg
1602,Western Digital,"6TB 3.5"" 5400RPM Blue",499,26,https://cdna.pcpartpicker.com/static/forever/images/product/61f2120808b1d3da31584fe6bb602f38.256p.jpg
1603,Western Digital,"1TB 2.5"" 5400RPM Blue Mobile",209,6,https://cdna.pcpartpicker.com/static/forever/images/product/66625cc6b093c60b19461833c2cf97db.256p.jpg
1604,Western Digital,"2TB 2.5"" 5400RPM Blue Mobile",299,98,https://cdna.pcpartpicker.com/static/forever/images/product/66625cc6b093c60b19461833c2cf97db.256p.jpg
1605,Western Digital,500GB M.2-2280 NVMe Blue SN550,269,29,https://cdna.pcpartpicker.com/static/forever/images/product/013a85e95fb77410caa6f0fc19590f1e.256p.jpg
1606,Western Digital,1TB M.2-2280 NVMe Blue SN550,399,37,https://cdna.pcpartpicker.com/static/forever/images/product/013a85e95fb77410caa6f0fc19590f1e.256p.jpg
1607,Western Digital,2TB M.2-2280 NVMe Blue SN550,929,6,https://cdna.pcpartpicker.com/static/forever/images/product/013a85e95fb77410caa6f0fc19590f1e.256p.jpg
1608,Western Digital,"1TB 3.5"" 7200RPM Caviar Black",659,44,https://images-na.ssl-images-amazon.com/images/I/51C2pvR9TML.jpg
1609,Western Digital,"2TB 3.5"" 7200RPM Caviar Black",899,2,https://images-na.ssl-images-amazon.com/images/I/51C2pvR9TML.jpg
1610,Western Digital,"4TB 3.5"" 7200RPM Caviar Black",1129,73,https://images-na.ssl-images-amazon.com/images/I/51C2pvR9TML.jpg
1611,Western Digital,"1TB 3.5"" 7200RPM Caviar Blue",159,12,https://images-na.ssl-images-amazon.com/images/I/51fbLQLVJFL.jpg
1612,Western Digital,"1TB 3.5"" 5400RPM Caviar Green",189,81,https://images-na.ssl-images-amazon.com/images/I/51K73iEh5cL.jpg
1613,Western Digital,"2TB 3.5"" 5400RPM Caviar Green",569,83,https://images-na.ssl-images-amazon.com/images/I/51K73iEh5cL.jpg
1614,Western Digital,"1,5TB 3.5"" 5400RPM Caviar Green",659,2,https://images-na.ssl-images-amazon.com/images/I/51K73iEh5cL.jpg
1615,Western Digital,"3TB 3.5"" 5400RPM Caviar Green",769,59,https://images-na.ssl-images-amazon.com/images/I/51K73iEh5cL.jpg
1616,Western Digital,"2,5TB 3.5"" 5400RPM Caviar Green",849,87,https://images-na.ssl-images-amazon.com/images/I/51K73iEh5cL.jpg
1617,Western Digital,"1TB 3.5"" 7200RPM Gold",349,86,https://images-na.ssl-images-amazon.com/images/I/515uuf-5s6L.jpg
